source_attraction,src_lat,src_lon,dest_attraction,dest_lat,dest_lon,counter
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Südtiroler Burgeninstitut - Burg Taufers,46.9259583,11.977367,1
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Südtiroler Burgenmuseum Trostburg,46.595188799999995,11.5345657,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Südtiroler Jagd- und Fischereimuseum - Schloss Wolfsthurn,46.8932602,11.348609300000001,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Südtiroler Landesmuseum für Kultur- und Landesgeschichte -  Schloss Tirol,46.69443505,11.14463220930594,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Südtiroler Obstbaumuseum,46.5982896,11.161379400000001,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Südtiroler Volkskundemuseum,46.80315445,11.954545834352901,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Südtiroler Weinmuseum,46.4127576,11.2460979,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Plose,46.6980157,11.6826829,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Tauferer Torturm,46.66989,10.5526392,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Tourism_Agency_Events,46.7148875,11.6547867,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Ultner Talmuseum,46.5114924,10.923834300000001,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Vertikale Kletterzentrum Brixen,46.7201794,11.656904283750894,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Vintschger Museum,46.6649343,10.586373606046504,0
Antiquarium Sebatum,46.783028753731614,11.902474261899073,Weinbaumuseum - Schloss Rametz,46.668730700000005,11.185228,0
Archeoparc,46.721839700000004,10.860789599999999,Acquarena,46.7192275,11.6572294,0
Archeoparc,46.721839700000004,10.860789599999999,Antiquarium Sebatum,46.783028753731614,11.902474261899073,0
Archeoparc,46.721839700000004,10.860789599999999,Archeoparc Villanders,46.631871893698026,11.540870035806586,0
Archeoparc,46.721839700000004,10.860789599999999,Augustiner Chorherrenstift Neustift,46.74094275,11.651894043399755,0
Archeoparc,46.721839700000004,10.860789599999999,BunkerMooseum,46.8307549,11.1694596,0
Archeoparc,46.721839700000004,10.860789599999999,Burg Hocheppan,46.4925375,11.2422954,0
Archeoparc,46.721839700000004,10.860789599999999,Churburg,46.6635393,10.588729774639699,0
Archeoparc,46.721839700000004,10.860789599999999,Diözesanmuseum Hofburg Brixen,46.7147023,11.6556498,0
Archeoparc,46.721839700000004,10.860789599999999,Dokumentationszentrum Culten,46.549876899999994,11.0085621,0
Archeoparc,46.721839700000004,10.860789599999999,Dolomythos,46.733219535334044,12.279788250803273,0
Archeoparc,46.721839700000004,10.860789599999999,Domschatzkammer Bozen,46.497684190485295,11.35389156983986,0
Archeoparc,46.721839700000004,10.860789599999999,Dorfmuseum Gufidaun,46.648397820251816,11.601917998678045,0
Archeoparc,46.721839700000004,10.860789599999999,Dorfmuseum Tramin,46.34139329999999,11.2401031,0
Archeoparc,46.721839700000004,10.860789599999999,Eisenbahnwelt,46.6693804,11.0593594,0
Archeoparc,46.721839700000004,10.860789599999999,Eishalle Brixen,46.7059813,11.651572199999999,0
Archeoparc,46.721839700000004,10.860789599999999,Erlebnis Kränzelhof,46.6271314,11.1472434,0
Archeoparc,46.721839700000004,10.860789599999999,Erlebniswelt Capriz,46.8156162589124,11.737882385187724,0
Archeoparc,46.721839700000004,10.860789599999999,Festung Franzensfeste,46.7940346,11.6070764,0
Archeoparc,46.721839700000004,10.860789599999999,Feuerwehrhelmmuseum,46.8417185,11.9440895,0
Archeoparc,46.721839700000004,10.860789599999999,Frauenmuseum,46.67296929017563,11.158965742856443,0
Archeoparc,46.721839700000004,10.860789599999999,Freibad Mühlbach,46.793223499999996,11.6678379,0
Archeoparc,46.721839700000004,10.860789599999999,Freischwimmbad Feldthurns,46.6630154,11.5985362,0
Archeoparc,46.721839700000004,10.860789599999999,Freischwimmbad Klausen,46.6466021,11.5779599,0
Archeoparc,46.721839700000004,10.860789599999999,Fremdenverkehrsmuseum Hochpustertal,46.7382542,12.167641,0
Archeoparc,46.721839700000004,10.860789599999999,Gampen Bunker,46.529593799999994,11.111905,0
